,fecha,estacion,año,mes,festivo,dia_semana,clima,temperatura,humedad,viento,registrado,registrado_box,laboral_no,laboral_sí
186,2018-06-07,1.0,0,3.0,1,1.5,2,0.6908396946564888,0.5582932692307692,-0.3181818181818181,3845,1178.43350825871,0.0,1.0
187,2018-07-07,1.5,0,2.0,1,1.5,2,0.7900763358778629,0.11598557692307666,-0.21212121212121218,3838,1176.6399844162286,1.0,0.0
188,2018-08-07,1.5,0,2.5,1,0.0,1,0.6603053435114506,0.6304086538461537,0.4545454545454546,3348,1049.6814949821892,0.0,1.0
189,2018-09-07,1.5,0,2.5,1,1.5,2,0.7366412213740461,-0.08593750000000008,-0.12121212121212106,3348,1049.6814949821892,0.0,1.0
190,2018-10-07,1.0,0,2.0,1,0.5,2,0.7748091603053437,-0.2349759615384617,0.030303030303030467,3138,994.3492467298375,1.0,0.0
191,2018-11-07,1.0,0,1.5,1,1.0,2,0.8282442748091605,0.04387019230769238,1.0303030303030303,3363,1053.6114925041527,0.0,1.0
192,2018-12-07,1.0,0,1.0,1,1.5,2,0.9274809160305346,-0.3263221153846155,0.1969696969696971,3596,1114.2952361087082,0.0,1.0
193,2018-07-13,1.5,0,2.0,1,1.5,2,0.7748091603053437,0.02463942307692322,-0.34848484848484834,3594,1113.7771630546602,0.0,1.0
194,2018-07-14,1.5,0,2.0,1,1.5,2,0.5687022900763359,-0.725360576923077,0.6060606060606064,4196,1267.6981482057013,1.0,0.0
195,2018-07-15,1.5,0,2.0,1,0.5,2,0.5152671755725192,-0.17247596153846148,0.015151515151515098,4220,1273.7556168047145,1.0,0.0
196,2018-07-16,1.5,0,2.0,1,0.0,2,0.5916030534351145,-0.20132211538461542,0.28787878787878796,3505,1090.6742973233145,0.0,1.0
197,2018-07-17,1.5,0,2.0,1,0.0,2,0.6908396946564888,-0.10997596153846162,0.6515151515151514,3296,1036.0349067520926,0.0,1.0
198,2018-07-18,1.5,0,2.0,1,1.0,2,0.7748091603053437,0.11598557692307666,0.3636363636363637,3617,1119.7321390290872,0.0,1.0
199,2018-07-19,1.5,0,2.0,1,1.5,2,0.8664122137404583,0.11117788461538464,-0.4999999999999999,3789,1164.0701391794323,0.0,1.0
200,2018-07-20,1.5,0,2.0,1,1.5,2,0.8435114503816796,0.38521634615384637,-0.6818181818181819,3688,1138.075702244156,0.0,1.0
201,2018-07-21,1.5,0,2.0,1,1.5,1,0.9885496183206108,0.308293269230769,0.42424242424242437,3152,998.0566615728003,1.0,0.0
202,2018-07-22,1.5,0,2.0,1,0.5,2,1.0954198473282444,-0.22536057692307696,-0.48484848484848475,2825,910.7213620193907,1.0,0.0
203,2018-07-23,1.5,0,2.0,1,0.0,2,1.0954198473282444,-0.6099759615384617,-0.4999999999999999,2298,766.3084652564366,0.0,1.0
204,2018-07-24,1.5,0,2.0,1,0.0,2,1.0343511450381682,-0.36478365384615385,-0.12121212121212106,2556,837.6219068005053,0.0,1.0
205,2018-07-25,1.5,0,2.0,1,1.0,2,0.7671755725190842,0.6256009615384618,-0.9090909090909092,3272,1029.7245245207075,0.0,1.0
206,2018-07-26,1.5,0,2.0,1,1.5,2,0.8511450381679392,-0.4128605769230769,0.1969696969696971,3840,1177.1524748286088,0.0,1.0
207,2018-07-27,1.5,0,2.0,1,1.5,2,0.8664122137404583,-1.0763221153846156,0.030303030303030467,3901,1192.7624035605872,0.0,1.0
208,2018-07-28,1.5,0,2.0,1,1.5,2,0.8740458015267176,-0.21093750000000017,-0.015151515151515098,3784,1162.7859991105013,1.0,0.0
209,2018-07-29,1.5,0,2.0,1,0.5,2,1.0648854961832062,-0.4080528846153845,-0.06060606060606066,3176,1004.4059191832,1.0,0.0
210,2018-07-30,1.5,0,2.0,1,0.0,2,0.9580152671755727,-0.7734375,-0.12121212121212106,2916,935.1856064104386,0.0,1.0
211,2018-07-31,1.5,0,2.0,1,0.0,2,0.9580152671755727,-0.7013221153846154,-0.16666666666666663,2778,898.035232373091,0.0,1.0
212,2018-01-08,0.0,0,0.0,1,0.0,2,0.8511450381679392,-0.36478365384615385,-0.24242424242424238,3537,1098.991965033661,0.0,1.0
213,2018-02-08,0.0,0,1.0,1,1.5,2,0.889312977099237,-0.6532451923076923,0.25757575757575774,4044,1229.1997676069618,0.0,1.0
214,2018-03-08,0.0,0,1.5,1,1.5,1,0.7290076335877864,0.14963942307692296,-0.4545454545454546,3107,986.1302354811677,0.0,1.0
215,2018-04-08,1.0,0,1.5,1,0.5,1,0.6603053435114506,0.6304086538461537,0.16666666666666663,3777,1160.9877325534615,1.0,0.0
216,2018-05-08,1.0,0,2.0,1,0.0,2,0.6603053435114506,0.01983173076923084,0.04545454545454557,3843,1177.9211278872722,0.0,1.0
217,2018-06-08,1.0,0,3.0,1,1.5,1,0.6832061068702291,0.615985576923077,0.48484848484848503,2773,896.6835694038074,0.0,1.0
218,2018-07-08,1.5,0,2.0,1,0.5,2,0.7595419847328245,0.6063701923076923,0.21212121212121218,2487,818.6711278138882,1.0,0.0
219,2018-08-08,1.5,0,2.5,1,1.0,2,0.83587786259542,-0.1676682692307691,0.12121212121212133,3480,1084.1674019681093,0.0,1.0
220,2018-09-08,1.5,0,2.5,1,1.5,2,0.8664122137404583,-0.27343750000000006,-0.30303030303030304,3695,1139.8810508289532,1.0,0.0
221,2018-10-08,1.0,0,2.0,0,0.0,2,0.83587786259542,-0.9753605769230771,0.1969696969696971,3896,1191.4844244661347,1.0,0.0
222,2018-11-08,1.0,0,1.5,1,1.5,2,0.6832061068702291,-0.9753605769230771,-0.16666666666666663,3980,1212.9188709421521,0.0,1.0
223,2018-12-08,1.0,0,1.0,1,1.5,2,0.652671755725191,-1.018629807692308,-0.5606060606060606,3854,1180.7386761893702,1.0,0.0
224,2018-08-13,1.5,0,2.5,1,0.0,1,0.5839694656488552,0.4957932692307693,0.3181818181818181,2646,862.2141311659772,0.0,1.0
225,2018-08-14,1.5,0,2.5,1,0.0,1,0.5534351145038169,0.9188701923076923,0.42424242424242437,2482,817.2945378710051,0.0,1.0
226,2018-08-15,1.5,0,2.5,1,1.0,2,0.5229007633587788,0.4092548076923079,0.28787878787878796,3563,1105.7409288946394,0.0,1.0
227,2018-08-16,1.5,0,2.5,1,1.5,2,0.6297709923664123,-0.2349759615384617,0.5606060606060608,4004,1219.029232538455,0.0,1.0
228,2018-08-17,1.5,0,2.5,1,1.5,2,0.7061068702290078,-0.2493990384615385,-0.3787878787878788,4026,1224.6250905666088,0.0,1.0
229,2018-08-18,1.5,0,2.5,1,1.5,2,0.66793893129771,0.13521634615384617,0.5303030303030303,3166,1001.761360593222,1.0,0.0
230,2018-08-19,1.5,0,2.5,1,0.5,1,0.5839694656488552,0.462139423076923,-0.4242424242424241,3356,1051.7778543413601,1.0,0.0
231,2018-08-20,1.5,0,2.5,1,0.0,2,0.622137404580153,0.2265625000000003,-0.7727272727272727,3277,1031.0398154595148,0.0,1.0
232,2018-08-21,1.5,0,2.5,1,0.0,2,0.6603053435114506,0.6881009615384617,0.6969696969696969,2624,856.2156196238843,0.0,1.0
233,2018-08-22,1.5,0,2.5,1,1.0,2,0.6068702290076337,-0.7542067307692308,0.9696969696969698,3925,1198.8929488381991,0.0,1.0
234,2018-08-23,1.5,0,2.5,1,1.5,2,0.4465648854961834,-0.8263221153846155,-0.34848484848484834,4614,1372.4132084172898,0.0,1.0
235,2018-08-24,1.5,0,2.5,1,1.5,2,0.5458015267175576,-0.10516826923076925,0.7424242424242425,4181,1263.9093285734077,0.0,1.0
236,2018-08-25,1.5,0,2.5,1,1.5,1,0.5839694656488552,0.6977163461538464,0.30303030303030304,3107,986.1302354811677,1.0,0.0
237,2018-08-26,1.5,0,2.5,1,0.5,2,0.6297709923664123,0.6448317307692306,-0.9848484848484849,3893,1190.7175071356828,1.0,0.0
238,2018-08-27,1.5,0,2.5,1,0.0,1,0.5687022900763359,1.0727163461538463,1.9848484848484849,889,346.0838399890205,0.0,1.0
239,2018-08-28,1.5,0,2.5,1,0.0,2,0.652671755725191,-0.3118990384615384,1.2575757575757576,2919,935.9899553284658,0.0,1.0
240,2018-08-29,1.5,0,2.5,1,1.0,2,0.43129770992366434,-0.34555288461538464,-0.21212121212121218,3905,1193.7845922581819,0.0,1.0
241,2018-08-30,1.5,0,2.5,1,1.5,2,0.43893129770992373,-0.37920673076923095,-0.5606060606060606,4429,1326.2699035503056,0.0,1.0
242,2018-08-31,1.5,0,2.5,1,1.5,2,0.4923664122137405,-0.13882211538461553,-0.9848484848484849,4370,1311.487546759812,0.0,1.0
243,2018-01-09,0.0,0,0.0,1,0.0,2,0.4923664122137405,0.05829326923076917,-0.3939393939393939,4332,1301.9492861357041,0.0,1.0
244,2018-02-09,0.0,0,1.0,1,1.5,1,0.4541984732824428,0.4813701923076925,-0.409090909090909,3852,1180.2264934720577,0.0,1.0
245,2018-03-09,0.0,0,1.5,1,1.5,2,0.5305343511450382,0.43329326923076944,0.04545454545454557,2549,835.7032473564967,0.0,1.0
246,2018-04-09,1.0,0,1.5,1,0.0,2,0.6603053435114506,0.5534855769230771,0.25757575757575774,2419,799.9099361890025,0.0,1.0
247,2018-05-09,1.0,0,2.0,1,1.0,1,0.5458015267175576,0.7842548076923078,0.33333333333333354,2115,714.9263305162469,0.0,1.0
248,2018-06-09,1.0,0,3.0,1,1.5,0,0.12595419847328262,1.250600961538462,1.6515151515151516,2506,823.8980150716627,1.0,0.0
249,2018-07-09,1.5,0,2.0,1,0.0,0,0.3167938931297712,1.394831730769231,-0.8484848484848485,1878,647.2712188308805,0.0,1.0
250,2018-08-09,1.5,0,2.5,1,1.5,0,0.42366412213740473,1.505408653846154,0.12121212121212133,1689,592.3060247344481,0.0,1.0
251,2018-09-09,1.5,0,2.5,1,0.5,1,0.46946564885496206,1.3034855769230769,-0.5757575757575756,3127,991.4343634981657,1.0,0.0
252,2018-10-09,1.0,0,2.0,1,0.0,2,0.5076335877862598,0.611177884615385,-0.2727272727272726,3595,1114.036205525675,0.0,1.0
253,2018-11-09,1.0,0,1.5,1,1.5,2,0.4847328244274811,0.4188701923076926,-0.6666666666666666,3413,1066.6906886881986,0.0,1.0
254,2018-12-09,1.0,0,1.0,1,0.5,2,0.4541984732824428,0.31310096153846173,-0.9242424242424242,4023,1223.8623166729028,1.0,0.0
255,2018-09-13,1.5,0,2.5,1,1.5,2,0.47709923664122145,0.4092548076923079,-0.3939393939393939,4062,1233.7710864218952,0.0,1.0
256,2018-09-14,1.5,0,2.5,1,1.5,2,0.5458015267175576,0.33713942307692324,-0.13636363636363644,4138,1253.0355801552073,0.0,1.0
257,2018-09-15,1.5,0,2.5,1,1.5,1,0.24809160305343517,0.3948317307692311,0.9242424242424242,3231,1018.9265751869024,1.0,0.0
258,2018-09-16,1.5,0,2.5,1,0.5,1,-0.0954198473282443,-0.17728365384615388,-0.16666666666666663,4018,1222.5908182515861,1.0,0.0
259,2018-09-17,1.5,0,2.5,1,0.0,1,-0.01908396946564886,0.43810096153846145,0.09090909090909086,3077,978.1634623960019,0.0,1.0
260,2018-09-18,1.5,0,2.5,1,0.0,2,0.02671755725190851,0.3275240384615385,-0.015151515151515098,2921,936.5261121654562,0.0,1.0
261,2018-09-19,1.5,0,2.5,1,1.0,1,0.15648854961832068,0.303485576923077,-0.28787878787878796,3848,1179.2019963810044,0.0,1.0
262,2018-09-20,1.5,0,2.5,1,1.5,1,0.1946564885496184,1.2217548076923075,-0.46969696969696967,3203,1011.5393812861815,0.0,1.0
263,2018-09-21,1.5,0,2.5,1,1.5,1,0.3015267175572519,1.3131009615384617,-0.8484848484848485,3813,1170.2301277517895,0.0,1.0
264,2018-09-22,1.5,0,2.5,1,1.5,1,0.4083969465648857,1.3227163461538465,-0.5303030303030303,4240,1278.799165958666,1.0,0.0
265,2018-09-23,1.0,0,2.5,1,0.5,1,0.3473282442748093,1.6592548076923082,-1.0303030303030303,2137,721.141073140188,1.0,0.0
266,2018-09-24,1.0,0,2.5,1,0.0,1,0.33969465648854963,1.1304086538461542,-1.0303030303030303,3647,1127.490121927702,0.0,1.0
267,2018-09-25,1.0,0,2.5,1,0.0,1,0.42366412213740473,1.0486778846153848,-1.3181818181818181,3466,1080.5201739807565,0.0,1.0
268,2018-09-26,1.0,0,2.5,1,1.0,1,0.46946564885496206,1.0631009615384615,-0.712121212121212,3946,1204.2521036160817,0.0,1.0
269,2018-09-27,1.0,0,2.5,1,1.5,1,0.43129770992366434,1.240985576923077,-0.6363636363636362,3643,1126.4563343374873,0.0,1.0
270,2018-09-28,1.0,0,2.5,1,1.5,1,0.42366412213740473,1.0679086538461542,-0.3181818181818181,3427,1070.3471821307915,0.0,1.0
271,2018-09-29,1.0,0,2.5,1,1.5,2,0.37022900763358796,0.346754807692308,-0.07575757575757576,4186,1265.172517245491,1.0,0.0
272,2018-09-30,1.0,0,2.5,1,0.5,2,0.20229007633587806,0.10156249999999988,0.25757575757575774,4372,1311.9891804701317,1.0,0.0
273,2018-01-10,0.0,0,0.0,1,1.0,1,-0.27862595419847325,0.611177884615385,1.1363636363636367,1949,667.6796120208456,0.0,1.0
274,2018-02-10,0.0,0,1.0,1,1.5,1,-0.44656488549618323,0.7938701923076925,0.42424242424242437,2302,767.4238467497443,1.0,0.0
275,2018-03-10,0.0,0,1.5,1,1.5,1,-0.3549618320610686,0.6448317307692306,-0.9848484848484849,3240,1021.2987837510512,1.0,0.0
276,2018-04-10,1.0,0,1.5,1,0.0,2,-0.041984732824427544,0.39963942307692313,0.25757575757575774,3970,1210.371094308497,0.0,1.0
277,2018-05-10,1.0,0,2.0,1,1.5,2,0.12595419847328262,0.10156249999999988,-0.030303030303030196,4267,1285.6017375629037,0.0,1.0
278,2018-06-10,1.0,0,3.0,1,0.5,2,-0.011450381679389207,-0.028245192307692242,-0.46969696969696967,4126,1249.99772528739,1.0,0.0
279,2018-07-10,1.5,0,2.0,1,0.0,2,0.03435114503816789,0.2746394230769234,-1.6060606060606062,4036,1227.1669934432023,0.0,1.0
280,2018-08-10,1.5,0,2.5,1,1.5,2,0.0725190839694656,0.35637019230769207,-1.378787878787879,3174,1003.8771175008947,0.0,1.0
281,2018-09-10,1.5,0,2.5,1,0.0,2,0.133587786259542,0.4861778846153845,-1.1818181818181819,3114,987.9873192383538,0.0,1.0
282,2018-10-10,1.0,0,2.0,1,1.0,2,0.22519083969465647,0.5150240384615388,-1.4090909090909092,3603,1116.1081176497169,0.0,1.0
283,2018-11-10,1.0,0,1.5,1,1.5,1,0.20992366412213745,0.8756009615384619,-0.3787878787878788,3896,1191.4844244661347,1.0,0.0
284,2018-12-10,1.0,0,1.0,1,0.0,0,0.14122137404580165,1.3419471153846152,0.6818181818181821,2199,738.5990095881458,0.0,1.0
285,2018-10-13,1.0,0,2.0,1,1.5,1,0.28625954198473286,1.298677884615385,-0.3939393939393939,2623,855.9427633308728,1.0,0.0
286,2018-10-14,1.0,0,2.0,1,0.5,1,0.16412213740458034,0.4284855769230767,0.43939393939393945,3115,988.2525606623947,1.0,0.0
287,2018-10-15,1.0,0,2.0,1,0.0,2,0.02671755725190851,-0.691706730769231,0.7878787878787881,3318,1041.8127664849064,0.0,1.0
288,2018-10-16,1.0,0,2.0,1,0.0,2,0.041984732824427544,-0.6724759615384615,1.0303030303030303,3293,1035.2465246320432,0.0,1.0
289,2018-10-17,1.0,0,2.0,1,1.0,2,0.11068702290076332,-0.22536057692307696,-0.045454545454545296,3857,1181.506868054682,0.0,1.0
290,2018-10-18,1.0,0,2.0,1,1.5,1,0.10305343511450395,0.3611778846153848,-0.712121212121212,4111,1246.1983557518256,0.0,1.0
291,2018-10-19,1.0,0,2.0,1,1.5,0,0.133587786259542,1.2890625000000002,0.6363636363636366,2170,730.4434507519785,0.0,1.0
292,2018-10-20,1.0,0,2.0,1,1.5,2,-0.0725190839694656,0.04387019230769238,2.454545454545455,3724,1147.3543556285642,1.0,0.0
293,2018-10-21,1.0,0,2.0,1,0.5,2,-0.22519083969465647,-0.2542067307692309,0.4090909090909093,3628,1122.5779608511136,1.0,0.0
294,2018-10-22,1.0,0,2.0,1,0.0,2,-0.2404580152671755,0.010216346153846086,-0.8939393939393939,2809,906.4066177402291,0.0,1.0
295,2018-10-23,1.0,0,2.0,1,0.0,2,-0.2404580152671755,0.5486778846153845,-0.8181818181818181,2762,893.7084940746096,0.0,1.0
296,2018-10-24,1.0,0,2.0,1,1.0,2,-0.11068702290076332,0.6977163461538464,-0.6212121212121212,3488,1086.250444990836,0.0,1.0
297,2018-10-25,1.0,0,2.0,1,1.5,2,-0.08778625954198464,-0.01862980769230783,-0.13636363636363644,3992,1215.9748093478327,0.0,1.0
298,2018-10-26,1.0,0,2.0,1,1.5,1,-0.041984732824427544,0.4477163461538462,-0.3181818181818181,3490,1086.7710825251877,0.0,1.0
299,2018-10-27,1.0,0,2.0,1,1.5,1,-0.08778625954198464,0.8948317307692307,0.181818181818182,2419,799.9099361890025,1.0,0.0
300,2018-10-28,1.0,0,2.0,1,0.5,1,-0.5229007633587787,-0.19651442307692304,0.5000000000000001,3291,1034.7208707224124,1.0,0.0
301,2018-10-29,1.0,0,2.0,1,0.0,0,-0.767175572519084,1.2265625000000002,1.7272727272727275,570,238.41040895736,0.0,1.0
302,2018-10-30,1.0,0,2.0,1,0.0,2,-0.5610687022900764,-0.013822115384615455,-0.045454545454545296,2446,807.3695157290107,0.0,1.0
303,2018-10-31,1.0,0,2.0,1,1.0,2,-0.5,0.3659855769230768,-0.7575757575757576,3307,1038.9246293247793,0.0,1.0
304,2018-01-11,0.0,0,0.0,1,1.5,2,-0.3091603053435116,0.2746394230769234,-0.4545454545454546,3658,1130.3320740317724,0.0,1.0
305,2018-02-11,0.0,0,1.0,1,0.5,2,-0.37786259541984735,0.4429086538461542,-1.0,3816,1170.9996758097382,1.0,0.0
306,2018-03-11,0.0,0,1.5,1,0.5,2,-0.28625954198473286,0.3611778846153848,-0.43939393939393945,3656,1129.815460460537,1.0,0.0
307,2018-04-11,1.0,0,1.5,1,1.0,1,-0.3015267175572519,-0.023437499999999868,0.9242424242424242,3576,1109.1123613274838,0.0,1.0
308,2018-05-11,1.0,0,2.0,1,1.5,2,-0.5381679389312977,-0.5186298076923078,0.09090909090909086,2770,895.8723786393195,0.0,1.0
309,2018-06-11,1.0,0,3.0,1,0.0,2,-0.4694656488549618,0.5198317307692308,-0.8939393939393939,2697,876.0882785375744,0.0,1.0
310,2018-07-11,1.5,0,2.0,1,1.0,2,-0.3244274809160306,0.6352163461538465,-1.2575757575757578,3662,1131.3651614062985,0.0,1.0
311,2018-08-11,1.5,0,2.5,1,1.5,2,-0.28625954198473286,0.45733173076923095,-1.1363636363636365,3829,1174.3332318925095,1.0,0.0
312,2018-09-11,1.5,0,2.5,1,0.0,2,-0.3091603053435116,0.6304086538461537,-1.196969696969697,3804,1167.920883812738,0.0,1.0
313,2018-10-11,1.0,0,2.0,1,1.5,1,-0.3702290076335878,0.8948317307692307,0.09090909090909086,2743,888.5651164773321,0.0,1.0
314,2018-11-11,1.0,0,1.5,0,0.5,2,-0.5458015267175572,-0.8695913461538463,1.363636363636364,2928,938.4021844731263,1.0,0.0
315,2018-12-11,1.0,0,1.0,1,0.0,2,-0.44656488549618323,-0.35516826923076944,0.3181818181818181,2792,901.8177563576695,0.0,1.0
316,2018-11-13,1.0,0,1.5,1,0.0,2,-0.1793893129770991,-0.8118990384615387,1.0303030303030303,2713,880.4320007835837,0.0,1.0
317,2018-11-14,1.0,0,1.5,1,1.0,2,0.0954198473282443,-0.19170673076923067,1.272727272727273,3891,1190.206174747336,0.0,1.0
318,2018-11-15,1.0,0,1.5,1,1.5,1,0.0954198473282443,0.2986778846153849,0.1969696969696971,3746,1153.0173537331327,0.0,1.0
319,2018-11-16,1.0,0,1.5,1,1.5,0,-0.133587786259542,1.457331730769231,-0.43939393939393945,1672,587.3137499684829,0.0,1.0
320,2018-11-17,1.0,0,1.5,1,1.5,1,-0.4923664122137405,-0.24459134615384612,1.272727272727273,2914,934.6492979527596,1.0,0.0
321,2018-11-18,1.0,0,1.5,1,0.5,2,-0.7061068702290078,-1.0426682692307694,-0.12121212121212106,3147,996.7328973389274,1.0,0.0
322,2018-11-19,1.0,0,1.5,1,0.0,2,-0.5305343511450382,-0.6003605769230769,0.43939393939393945,2720,882.3310491674534,0.0,1.0
323,2018-11-20,1.0,0,1.5,1,0.0,1,-0.11068702290076332,0.2794471153846154,0.06060606060606066,2733,885.8557163533678,0.0,1.0
324,2018-11-21,1.0,0,1.5,1,1.0,0,-0.16412213740458007,1.3611778846153848,-0.43939393939393945,2545,834.6064803208709,0.0,1.0
325,2018-11-22,1.0,0,1.5,0,1.5,0,-0.2557251908396945,1.611177884615385,-0.6212121212121212,1538,547.6611247954874,1.0,0.0
326,2018-11-23,1.0,0,1.5,1,1.5,1,-0.1793893129770991,0.6304086538461537,1.575757575757576,2454,809.5771470224014,0.0,1.0
327,2018-11-24,1.0,0,1.5,1,1.5,2,-0.39312977099236635,-0.3743990384615386,-0.13636363636363644,935,361.0258925619378,1.0,0.0
328,2018-11-25,1.0,0,1.5,1,0.5,2,-0.38549618320610685,0.08233173076923106,-0.8333333333333334,1697,594.6524583462125,1.0,0.0
329,2018-11-26,1.0,0,1.5,1,0.0,2,-0.38549618320610685,0.26502403846153866,-1.1363636363636365,1819,630.2152065298083,0.0,1.0
330,2018-11-27,1.0,0,1.5,1,0.0,2,-0.12595419847328235,0.3419471153846153,0.28787878787878796,2261,755.9759138115535,0.0,1.0
331,2018-11-28,1.0,0,1.5,1,1.0,2,0.011450381679389478,0.5582932692307692,-0.3939393939393939,3614,1118.9557581379254,0.0,1.0
332,2018-11-29,1.0,0,1.5,1,1.5,1,-0.12595419847328235,0.9813701923076922,0.7878787878787881,2818,908.8341588427478,0.0,1.0
333,2018-11-30,1.0,0,1.5,1,1.5,2,-0.5458015267175572,-0.06670673076923092,0.9242424242424242,3425,1069.8249770341968,0.0,1.0
334,2018-01-12,0.0,0,0.0,1,1.5,2,-0.583969465648855,-0.4897836538461539,0.4090909090909093,3545,1101.069438364129,0.0,1.0
335,2018-02-12,0.0,0,1.0,1,0.0,2,-0.5763358778625954,-0.004206730769230701,-0.8030303030303031,3672,1133.9470659114643,0.0,1.0
336,2018-03-12,0.0,0,1.5,1,0.0,2,-0.6221374045801527,-0.06670673076923092,-0.8636363636363635,2908,933.0400079864769,0.0,1.0
337,2018-04-12,1.0,0,1.5,1,1.5,2,-0.5229007633587787,0.7169471153846152,-0.9848484848484849,2851,917.7242380523587,0.0,1.0
338,2018-05-12,1.0,0,2.0,1,1.5,1,-0.3549618320610686,0.9621394230769234,-1.196969696969697,3578,1109.630863601524,1.0,0.0
339,2018-06-12,1.0,0,3.0,1,0.0,0,-0.11068702290076332,1.553485576923077,0.5303030303030303,2468,813.4376481310104,0.0,1.0
340,2018-07-12,1.5,0,2.0,1,1.5,0,-0.27862595419847325,1.6496394230769234,0.8636363636363639,655,267.8989808110825,0.0,1.0
341,2018-08-12,1.5,0,2.5,1,0.5,2,-0.7290076335877863,-0.22536057692307696,0.6060606060606064,3172,1003.3482608411592,1.0,0.0
342,2018-09-12,1.5,0,2.5,1,1.0,2,-0.6526717557251909,0.33233173076923056,-1.0,3359,1052.5637764586806,0.0,1.0
343,2018-10-12,1.0,0,2.0,1,1.5,2,-0.6984732824427481,-0.5715144230769232,0.5303030303030303,2688,873.6430673793083,0.0,1.0
344,2018-11-12,1.0,0,1.5,0,0.0,2,-0.8664122137404582,-0.6580528846153847,-1.1515151515151516,2366,785.2269030867175,1.0,0.0
345,2018-12-12,1.0,0,1.0,1,1.0,2,-0.8129770992366413,0.21213942307692282,-1.1818181818181819,3167,1002.0258784003827,0.0,1.0
346,2018-12-13,1.0,0,1.0,1,1.5,2,-0.6755725190839695,-0.17728365384615388,-0.409090909090909,3368,1054.9208484979367,0.0,1.0
347,2018-12-14,1.0,0,1.0,1,1.5,1,-0.5687022900763359,0.17848557692307723,-1.2121212121212122,3562,1105.4815039608372,0.0,1.0
348,2018-12-15,1.0,0,1.0,1,1.5,1,-0.2404580152671755,0.034254807692307626,0.893939393939394,3528,1096.6538806068083,1.0,0.0
349,2018-12-16,1.0,0,1.0,1,0.5,1,-0.38549618320610685,-0.6099759615384617,0.8181818181818182,3399,1063.0317198148628,1.0,0.0
350,2018-12-17,1.0,0,1.0,1,0.0,1,-0.751908396946565,-0.3167067307692307,0.6363636363636366,2464,812.3350173658794,0.0,1.0
351,2018-12-18,1.0,0,1.0,1,0.0,2,-0.8129770992366413,-0.19651442307692304,-0.10606060606060595,2211,741.9685230207859,0.0,1.0
352,2018-12-19,1.0,0,1.0,1,1.0,2,-0.6984732824427481,0.053485576923076796,-0.07575757575757576,3143,995.6736361096029,0.0,1.0
353,2018-12-20,1.0,0,1.0,1,1.5,1,-0.3549618320610686,-0.15324519230769232,-1.2121212121212122,3534,1098.212712740408,0.0,1.0
354,2018-12-21,1.0,0,1.0,1,1.5,1,-0.2175572519083968,1.1111778846153846,0.4090909090909093,2553,836.7997304731155,0.0,1.0
355,2018-12-22,0.0,0,1.0,1,1.5,1,-0.2328244274809161,0.6304086538461537,-1.3484848484848484,2841,915.0320763253328,1.0,0.0
356,2018-12-23,0.0,0,1.0,1,0.5,2,-0.39312977099236635,0.28425480769230743,0.9545454545454545,2046,695.3647861260014,1.0,0.0
357,2018-12-24,0.0,0,1.0,1,0.0,2,-0.6145038167938931,-0.4080528846153845,0.10606060606060623,856,335.2860452366701,0.0,1.0
358,2018-12-25,0.0,0,1.0,0,0.0,2,-0.6984732824427481,0.2602163461538459,-0.25757575757575746,451,195.8548217186385,1.0,0.0
359,2018-12-26,0.0,0,1.0,1,1.0,2,-0.5534351145038169,-0.5763221153846153,0.5909090909090909,887,345.4313341035415,0.0,1.0
360,2018-12-27,0.0,0,1.0,1,1.5,1,-0.5458015267175572,0.6496394230769234,0.07575757575757576,1059,400.7207401288093,0.0,1.0
361,2018-12-28,0.0,0,1.0,1,1.5,2,-0.6221374045801527,-0.5907451923076924,1.1515151515151516,2047,695.6490560121491,0.0,1.0
362,2018-12-29,0.0,0,1.0,1,1.5,2,-0.7824427480916032,-0.2542067307692309,-0.6212121212121212,2169,730.1619051050498,1.0,0.0
363,2018-12-30,0.0,0,1.0,1,0.5,2,-0.583969465648855,0.04867788461538476,-0.46969696969696967,2508,824.4478326218276,1.0,0.0
364,2018-12-31,0.0,0,1.0,1,0.0,2,-0.27862595419847325,-0.052283653846153785,0.4090909090909093,1820,630.5050442917037,0.0,1.0
365,2019-01-01,0.0,1,0.0,0,0.0,2,-0.400763358778626,0.31310096153846173,0.12121212121212133,1608,568.4432919372906,1.0,0.0
366,2019-02-01,0.0,1,1.0,1,1.5,2,-0.7061068702290078,-1.1820913461538463,1.5151515151515156,1707,597.5829361155191,0.0,1.0
367,2019-03-01,0.0,1,1.5,1,1.5,2,-1.087786259541985,-0.8936298076923077,1.878787878787879,2147,723.9624619731009,0.0,1.0
368,2019-04-01,1.0,1,1.5,1,0.0,1,-1.2251908396946565,-1.018629807692308,0.04545454545454557,2273,759.3300467958439,0.0,1.0
369,2019-05-01,1.0,1,2.0,1,1.0,2,-0.7290076335877863,-0.4945913461538463,-0.5151515151515152,3132,992.7595197855363,0.0,1.0
370,2019-06-01,1.0,1,3.0,1,1.5,2,-0.5152671755725192,-0.4080528846153845,-0.13636363636363644,3791,1164.5837169094652,1.0,0.0
371,2019-07-01,1.5,1,2.0,1,0.0,2,-0.33206106870228996,-0.4561298076923076,-0.06060606060606066,3451,1076.609731308797,0.0,1.0
372,2019-08-01,1.5,1,2.5,1,1.5,2,-0.5076335877862596,-0.7782451923076924,0.10606060606060623,2826,910.9908994532848,0.0,1.0
